Rank;Tier;Username;Join Date;Gold Medals;Silver Medals;Bronze Medals;Points
574;expert;Raja CSP;2016;1;3;8;140
575;expert;Ekhtiar Syed;2016;5;0;4;140
576;expert;Mario Caesar;2020;0;0;12;140
577;expert;Junji Takeshima;2021;1;2;3;140
578;expert;Ant ??;2013;2;3;13;139
579;master;Solve for Fun;2017;1;9;4;139
580;expert;PavanKalyan;2019;0;0;16;139
581;expert;Akash Dey;2020;1;4;0;139
582;expert;Yash Saxena;2020;0;5;6;139
583;expert;Vishwas Chepuri;2020;2;2;1;139
584;expert;Awwal Malhi;2021;2;3;2;139
585;expert;Mohamed Elsayed;2021;0;2;11;139
586;expert;Vladislav Kruglikov;2021;1;1;6;139
587;master;Vivek T V;2015;0;10;0;138
588;expert;KIM TAE HEON;2019;0;0;15;138
589;expert;Salman;2020;1;4;5;138
590;expert;Digvijay Yadav;2020;1;3;17;138
591;expert;Vishwas;2019;0;5;0;137
592;expert;Devashree Madhugiri;2020;0;0;15;137
593;expert;Huynh Dong Nguyen;2021;0;6;9;137
594;expert;Tarlan Nazarov;2021;1;0;4;137
595;expert;mst8823;2021;1;2;4;136
596;expert;Ravi Shah;2021;1;1;5;136
597;expert;timesler;2015;4;1;1;135
598;expert;Yih-Dar SHIEH;2018;0;8;8;135
599;master;SAIF UDDIN;2019;3;7;2;135
600;expert;Mammad Abbasli;2020;0;6;0;135
601;expert;MichaelMayer;2017;4;2;4;134
602;expert;Erin Ward;2019;1;4;6;134
603;expert;Lukasz Borecki;2020;1;2;6;134
604;expert;Ana Sofia Uzsoy;2020;2;0;3;134
605;expert;Anastasiia Chebotina;2020;1;2;6;134
606;expert;Emre Arslan;2021;0;1;9;134
607;expert;Wongi Park;2021;0;1;7;134
608;expert;Devin Anzelmo;2014;2;1;4;133
609;master;Vlad Golubev;2018;4;8;5;133
610;expert;Ami;2018;0;1;6;133
611;expert;Melanie7744;2020;0;4;7;133
612;expert;Venturillo JE;2019;2;1;5;132
613;expert;Rahul;2020;2;3;0;132
614;expert;The ML PhD Student;2021;2;2;11;132
615;expert;Arezoo Dahesh;2021;0;5;0;132
616;expert;vardhan SIRAMDASU;2021;0;3;11;132
617;expert;ANZ;2021;1;4;5;132
618;expert;Sanjeet Singh Naik;2021;0;2;11;132
619;expert;Hajar_Nazari;2021;0;0;14;132
620;expert;Human Analog;2016;5;1;1;131
621;expert;senkin13;2017;0;4;7;131
622;expert;Kash;2018;0;4;13;131
623;expert;Jorijn Jacko Smit;2019;1;1;5;131
624;expert;Asha Gutlapalli;2019;1;4;0;131
625;expert;algernone;2019;1;3;2;131
626;expert;Ýlker Yýldýz;2020;0;7;0;131
627;expert;Siddhesh Sawant;2021;0;6;3;131
628;expert;Ari;2021;0;3;5;131
629;expert;Mayur Dalvi;2021;0;0;14;131
630;expert;Souvik Ganguly;2021;0;0;14;131
631;master;Abheeshth Mishra;2020;0;10;2;130
632;expert;Çaðrý Karadeniz;2020;0;0;12;130
633;expert;Alaa Sedeeq;2021;1;3;1;130
634;expert;Gaetan L.;2021;1;2;3;130
635;expert;Harveen Singh Chadha;2018;1;4;6;129
636;expert;Muhammad Navaid;2018;0;6;6;129
637;expert;Charel van Hoof;2018;1;6;7;129
638;expert;Rabi Kumar Singh;2019;0;1;15;129
639;expert;Twinkle Khanna;2020;1;6;1;129
640;expert;NohrUd;2021;0;1;12;129
641;expert;hengck23;2013;1;6;6;128
642;expert;Shiro;2018;2;0;5;128
643;expert;Isamu;2018;4;2;2;128
644;expert;Saba Tavoosi;2019;3;2;0;128
645;expert;Rafael Batista;2019;0;0;20;128
646;expert;Vítor Gama Lemos;2019;0;4;12;128
647;expert;M Yasser H;2021;0;0;13;128
648;expert;Bobber Cheng;2017;1;0;4;127
649;expert;tpmeli;2019;2;1;7;127
650;expert;Ahmet Buðra Buða;2020;0;2;12;127
651;expert;Nishant Dhingra;2021;0;3;8;127
652;expert;Lunana;2021;0;1;14;127
653;master;Tilii;2016;8;9;13;126
654;expert;Steven Ferrer;2017;1;0;9;126
655;expert;RohanDeySarkar;2018;4;1;4;126
656;expert;Leo Lu;2021;1;1;7;126
657;expert;Thasnihakeem;2021;0;5;4;126
658;master;Bruno G. do Amaral;2015;5;8;16;125
659;expert;Matt Yates;2017;0;7;8;125
660;expert;Udbhav Pangotra;2019;0;5;6;125
661;expert;Akhilesh D. Kapse;2020;0;4;13;125
662;expert;Zülfünur Dilara Doðdu;2021;0;1;11;125
663;expert;Zahid Ali;2021;0;1;15;125
664;expert;Satoshi_S;2021;0;2;6;125
665;expert;Aayush Kumar Singha;2016;0;1;12;124
666;master;YouHan Lee;2017;5;9;16;124
667;expert;Aishwarya Wuntkal;2019;0;8;7;124
668;expert;Ozlem Ilgun Cagirici;2020;0;2;5;124
669;expert;Rajat Gupta;2020;1;2;2;124
670;expert;Venkatkumar R;2020;0;1;8;124
671;expert;SANDHYA S;2021;0;0;21;124
672;expert;kenmatsu4;2015;2;2;13;123
673;expert;Convophile;2019;1;1;11;123
674;expert;Abu Bakar;2020;0;5;5;123
675;expert;Aryan_ML007;2020;0;2;11;123
676;expert;Yvtsan Levy;2021;0;2;10;123
677;expert;Vineeth;2017;0;5;5;122
678;expert;Mohammad Shahebaz;2017;3;2;13;122
679;expert;Atul Anand {Jha};2018;1;8;1;122
680;expert;Seol;2019;0;0;20;122
681;expert;Patrick Sánchez;2019;1;2;5;122
682;expert;Khadija BN;2020;1;1;5;122
683;expert;Realtimshady;2021;1;1;5;122
684;expert;Þevval Yurtekin;2021;0;1;11;122
685;expert;Faraz Rahman;2016;2;7;16;121
686;expert;Amrit Virdee;2017;2;1;5;121
687;master;Alexey Pronin;2018;4;6;6;121
688;expert;koustubhk;2020;0;0;17;121
689;expert;Joseph Assaker;2020;1;2;3;121
690;expert;Nick Kuzmenkov;2021;1;4;4;121
691;expert;GoldFish;2018;3;1;2;120
692;expert;Seungbum Lim;2020;0;4;2;120
693;expert;Nandini Bagga;2020;0;1;20;120
694;expert;shuvo;2021;1;2;2;120
695;expert;marzieh keshavarz;2021;0;1;8;120
696;expert;PyKeyo;2019;0;6;4;119
697;expert;Taner Sekmen;2020;2;5;0;119
698;expert;Joseph Chan;2021;0;5;3;119
699;expert;Mateusz Jablonski;2021;1;2;3;119
700;expert;Rishiraj Acharya;2014;1;1;3;118
701;expert;Simge Erek;2019;0;6;1;118
702;expert;FChmiel;2019;2;3;2;118
703;expert;Nikita Kudriashov;2020;1;2;4;118
704;expert;Kshitij Mohan;2020;0;7;4;118
705;expert;Manikanth Reddy;2020;3;0;2;118
706;expert;Dev Chauhan;2020;0;0;18;118
707;expert;SHOWMAKER;2021;0;4;8;118
708;expert;Jeong Kyu Lim;2021;0;2;9;118
709;expert;Branden Murray;2014;5;4;6;117
710;expert;Stas Sl;2015;1;1;3;117
711;expert;See--;2017;5;3;0;117
712;expert;Manu Siddhartha;2018;1;0;17;117
713;expert;Anirudh Gokulaprasad;2019;0;2;10;117
714;expert;Songul Erdem Guler;2020;0;4;1;117
715;expert;Yerram Varun;2020;0;2;10;117
716;expert;Advik Maniar;2021;0;5;6;117
717;expert;Shruti Saxena;2015;0;1;11;116
718;expert;zahra jalal;2021;0;0;11;116
719;expert;alireza sharifi;2021;0;2;6;116
720;expert;LimMyoungJin;2021;0;0;5;116
721;expert;swimmy;2017;0;3;5;115
722;expert;Evan Zhang;2020;0;2;14;115
723;expert;Towhidul.Tonmoy;2020;0;1;12;115
724;expert;Mayank jain;2020;0;0;20;115
725;expert;Nikunj Malpani;2021;0;4;7;115
726;expert;im_AMS;2021;0;0;11;115
727;expert;pixyz0130;2021;0;0;15;115
728;expert;everydaycodings;2021;0;0;15;115
729;master;Khoi Nguyen;2018;6;7;7;114
730;expert;vithal;2018;0;3;15;114
731;expert;Chan Kha Vu;2019;2;1;4;114
732;expert;Volkan Özdemir;2019;0;1;8;114
733;expert;Moein Shariatnia;2020;1;2;5;114
734;expert;Chandrima D;2020;0;5;12;114
735;expert;Rishi Patel;2021;0;1;10;114
736;expert;Cornelius Kristianto;2021;1;1;4;114
737;expert;Ritwek Khosla;2019;0;1;19;113
738;expert;Manh Lab;2020;0;3;17;113
739;expert;Riad;2020;1;0;6;113
740;expert;Aman Miglani;2020;1;4;4;113
741;expert;Suman Dey;2020;1;4;0;113
742;expert;Satyabrata Roy;2020;0;2;4;113
743;expert;Salio;2021;0;4;3;113
744;expert;Sugam Khetrapal;2015;0;0;10;112
745;expert;Olga Belitskaya;2017;0;1;27;112
746;master;Arunkumar Venkataramanan;2017;3;10;0;112
747;expert;arunmohan_003;2020;0;3;14;112
748;expert;Miguel Quiceno;2020;1;0;10;112
749;expert;Shivani Rana;2020;0;4;6;112
750;expert;Mohsin Raza;2020;0;1;20;112
751;expert;from coffee import *;2020;1;3;3;112
752;expert;Muhammad Shahid Mirza;2021;0;0;12;112
753;expert;Mahya Mahjoob;2021;0;3;5;112
754;expert;DmitryS;2016;1;1;7;111
755;expert;msafi04;2017;0;0;19;111
756;expert;milan;2018;0;6;8;111
757;expert;Chitwan Manchanda;2019;0;0;12;111
758;expert;Ramesh Babu Gonegandla;2020;0;5;9;111
759;expert;Seungwon Song;2020;1;0;8;111
760;expert;Deep Learner;2020;0;4;4;111
761;expert;Ksawery Lejczak;2021;0;0;14;111
762;master;Tom Aindow;2017;6;4;3;110
763;expert;Ritvik Rastogi;2018;0;0;11;110
764;expert;Golden;2019;1;4;9;110
765;expert;nosound;2019;3;3;8;110
766;expert;Alexander Firsov;2017;1;2;3;109
767;expert;Ruslan Baynazarov;2018;1;2;7;109
768;expert;Art;2019;3;1;2;109
769;expert;Chun Fu;2019;1;2;6;109
770;expert;Arindam Baruah;2020;0;3;20;109
771;expert;Al Yeasin;2020;0;1;11;109
772;expert;Muhammad Ismail;2021;0;6;4;109
773;expert;Alexey Kolobyanin;2021;0;3;5;109
774;expert;Esrat Maria;2021;0;0;8;109
775;expert;MPWARE;2017;2;5;4;108
776;master;Ouassim Adnane;2017;1;9;2;108
777;expert;black_raven;2020;0;4;7;108
778;master;G Ranjith kumar;2020;0;11;0;108
779;expert;Zeus;2020;2;2;3;108
780;expert;Junyi Ng;2021;2;1;3;108
781;expert;Edrick Kesuma;2021;1;1;6;108
782;expert;Krishna Bhatt;2021;0;0;16;108
783;expert;Vandana;2021;0;4;1;108
784;expert;Zach Mueller;2019;1;4;8;107
785;expert;kuto;2019;1;2;3;107
786;expert;Bhupender Singh;2019;0;2;5;107
787;expert;Maryna Antonevych;2020;0;1;8;107
788;expert;Rob Harrand;2015;1;2;20;106
789;expert;Zafar;2017;2;2;7;106
790;expert;Philipp Spachtholz;2017;4;3;4;106
791;expert;Chanhu;2018;3;3;4;106
792;expert;Govind Singh Rathore;2019;0;5;0;106
793;expert;Vipul Gandhi;2019;1;3;11;106
794;expert;aqx;2019;1;1;3;106
795;expert;Sayantan Kirtaniya;2020;1;2;2;106
796;expert;Rajkumar Sengottuvel;2020;1;2;6;106
797;expert;Amartya Bhattacharya;2020;0;3;8;106
798;expert;Orfanakis Konstantinos;2020;0;4;6;106
799;expert;antoreepjana;2021;0;2;11;106
800;expert;Momota;2021;0;1;10;106
801;expert;Ehsan Dahesh;2021;0;0;10;106
802;expert;SanjanaBhute03;2021;0;0;10;106
803;expert;Marcos Martins Marchetti;2019;2;5;8;105
804;expert;Dr. Amritpal Singh;2020;0;1;10;105
805;expert;Satish Gunjal;2020;0;5;4;105
806;expert;Caleb;2017;2;1;3;104
807;expert;Felipe Loque;2019;1;0;4;104
808;expert;adldotori;2019;0;3;5;104
809;master;Chirag Samal;2019;1;9;0;104
810;expert;Yash Shah;2020;0;3;6;104
811;expert;SOURABH Y;2020;0;2;12;104
812;expert;T Rohit Bharadwaj;2021;0;1;9;104
813;expert;kohei-mu;2017;0;4;8;103
814;expert;Ryan Epp;2018;3;3;2;103
815;expert;domiziano.stingi95;2019;0;2;17;103
816;expert;Ayush Anand;2020;0;4;1;103
817;expert;Jebathurai JB;2020;0;3;2;103
818;expert;Harshit Bansal;2021;0;2;8;103
819;expert;Ankita Choudhury;2021;0;3;4;103
820;expert;Vladislav Bakhteev;2018;4;2;3;102
821;expert;Enes Zvorni?anin;2019;0;1;11;102
822;expert;Mohsin Ramay;2019;0;3;7;102
823;expert;Prateek Majumder;2019;0;0;14;102
824;expert;Jyot Makadiya;2020;1;3;1;102
825;expert;PathanAmjadKhan;2020;0;1;11;102
826;expert;Ali Mashood;2020;0;5;0;102
827;expert;Umerkk12;2020;0;4;12;102
828;expert;RobertLangdonVinci;2021;0;1;11;102
829;expert;Artem Solomko;2021;0;2;7;102
830;master;ZFTurbo;2016;9;14;15;101
831;expert;GSD;2017;0;4;26;101
832;expert;aditiani;2021;0;1;10;101
833;expert;Lázaro;2021;0;4;3;101
834;expert;shitha vengara;2021;0;3;5;101
835;expert;Psi;2012;1;4;9;100
836;expert;Oscar Takeshita;2017;2;0;11;100
837;expert;Pavlo Fesenko;2019;5;1;0;100
838;expert;Debanga Raj Neog;2019;3;1;6;100
839;expert;Vedanth;2019;0;0;14;100
840;expert;Nayan Sakhiya;2020;1;0;8;100
841;expert;Sahar Pourahmad;2021;0;1;10;100
842;expert;Anjali S Rajan;2021;0;3;5;100
843;expert;Slavko Prytula;2021;1;1;3;100
844;expert;@kaggleqrdl;2021;0;2;3;100
845;master;Andy Harless;2017;3;18;46;99
846;expert;Shashwat Tiwari;2018;0;1;13;99
847;expert;Andrij;2019;1;1;7;99
848;expert;kioxpace675;2020;1;1;3;99
849;expert;Rahul jha;2020;0;1;12;99
850;expert;Vinayak Shanawad;2020;0;1;8;99
851;expert;Gleb Levankov;2020;0;2;7;99
852;expert;Vishal raju;2021;0;3;5;99
853;expert;HIMANSHU YADAV;2021;0;4;2;99
854;expert;Shubham Varshney;2021;0;0;9;99
855;expert;niloofar alizadegan;2021;0;0;12;99
856;expert;Sagnik Roy;2020;0;0;16;98
857;expert;LucaMTB;2021;2;0;3;98
858;expert;Suleyman Zeynul;2021;0;0;12;98
859;expert;kukuroo3;2021;0;2;6;98
860;expert;Konstantin Lopuhin;2012;5;1;3;97
861;expert;KSV Muralidhar;2016;0;3;12;97
862;expert;?????;2017;0;2;15;97
863;master;Vikum Sri Wijesinghe;2017;2;8;0;97
864;expert;Md. Masud Rana;2018;0;3;9;97
865;expert;Akshit Bhalla;2018;1;1;6;97
866;expert;Jonathan Besomi;2019;2;1;4;97
867;expert;Furkan Gulsen;2020;0;1;21;97
868;expert;RachidYZ;2020;1;1;5;97
869;expert;Benny Fung;2021;0;3;4;97
870;expert;Möbius;2017;1;1;9;96
871;expert;Raghawendra Singh;2018;1;6;5;96
872;expert;Pei-Yi Hung;2019;1;0;5;96
873;expert;Siddharth Kashyap;2019;0;1;9;96
874;expert;ks_lar_wtf;2020;0;2;4;96
875;expert;Gokul raj K.;2020;0;2;12;96
876;expert;TEJA KUMAR;2020;0;1;13;96
877;expert;Vishal Agarwal;2020;0;1;9;96
878;expert;Adam Wurdits;2021;1;0;4;96
879;expert;def me(x);2018;1;8;4;95
880;expert;Saman Siadati;2018;0;4;8;95
881;expert;Sonia Sharma;2018;0;3;11;95
882;expert;Serhat Yazýcýoðlu;2019;0;5;0;95
883;expert;TJ Klein;2019;2;4;6;95
884;expert;Tejashvi;2020;0;3;4;95
885;expert;Milan Kalkenings;2021;0;3;3;95
886;expert;denred0;2021;1;1;4;95
887;expert;Ram Jas Maurya;2021;0;1;6;95
888;expert;Fathima Shemeema;2021;0;1;10;95
889;expert;Sardor Abdirayimov;2021;0;0;7;95
890;expert;Emre Sengul;2021;0;1;7;95
891;expert;Ahmed Haytham;2021;0;0;10;95
892;expert;lynnxy;2021;0;2;5;95
893;expert;Ali Farajnia;2021;0;3;3;95
894;expert;funkyboy;2015;1;8;8;94
895;expert;Ayush Garg;2017;0;1;13;94
896;expert;Nitisha;2018;1;1;6;94
897;expert;revathip;2018;0;2;5;94
898;expert;Mahmud Hasan;2019;0;5;6;94
899;expert;Pratik Mukherjee;2019;0;2;21;94
900;expert;Neha Prabhavalkar;2020;1;3;5;94
901;expert;Munum Butt;2020;0;2;9;94
902;expert;Mau Rua;2021;0;2;9;94
903;expert;Farid Rizqi S;2021;0;0;6;94
904;expert;gil fernandes;2013;1;2;4;93
905;master;David Beniaguev;2014;4;12;3;93
906;expert;Dezs? Ribli;2016;2;3;0;93
907;expert;Greg Calvez;2017;2;2;2;93
908;expert;Heng Zheng;2018;2;4;12;93
909;expert;Alex Bader;2018;2;0;3;93
910;expert;Tanuj dhiman;2020;0;3;17;93
911;expert;Utkarsh Sharma;2021;0;3;6;93
912;expert;Masoud A. Jahromi;2021;0;1;11;93
913;expert;Izzy Adesanya;2018;0;3;9;92
914;expert;kaerururu;2019;0;2;9;92
915;expert;Aditya Stark;2021;0;1;5;92
916;expert;Piotr;2011;0;1;8;91
917;expert;David Mezzetti;2016;1;0;19;91
918;expert;Aashita Kesarwani;2017;3;2;3;91
919;expert;V.Prasanna Kumar;2018;0;3;13;91
920;expert;Suddharshan S;2018;0;1;7;91
921;expert;Bibek;2018;1;8;4;91
922;expert;Nandhu Elango;2018;0;3;12;91
923;expert;Bjorn;2018;0;2;9;91
924;expert;Adriano Avelar;2018;4;1;3;91
925;expert;Praveen Kumar;2019;0;2;11;91
926;expert;Jo Tom;2019;0;1;9;91
927;expert;Muhammad Ahmed;2019;1;1;6;91
928;expert;Siddharth Chauhan;2020;0;3;6;91
929;expert;KA-KA-shi;2020;0;1;10;91
930;expert;Aniket Sharma;2020;0;1;6;91
931;expert;0|1;2021;1;1;3;91
932;expert;kooose;2021;0;1;8;91
933;expert;Durgesh Rao;2021;0;3;2;91
934;expert;Lovro Selic;2021;0;1;6;91
935;expert;Shray Garg;2021;0;1;4;91
936;expert;RDizzl3;2015;2;1;5;90
937;expert;DavidCoxon;2017;0;3;4;90
938;expert;William Horton;2017;2;5;7;90
939;expert;Ramshankar Yadhunath;2018;0;5;7;90
940;expert;Prem Chotepanit;2019;0;1;8;90
941;expert;Dimitri Irfan;2019;0;2;7;90
942;expert;Shangqiu Li;2019;4;1;5;90
943;expert;Tsai Yi Lin;2020;1;1;4;90
944;expert;Saraswati Tiwari;2020;0;0;5;90
945;expert;Yana Malysheva;2021;1;2;5;90
946;expert;Xholisile Mantshongo;2021;0;0;9;90
947;expert;Baris Cal;2021;0;0;13;90
948;expert;hirune924;2018;2;3;4;89
949;expert;SeaOtter;2018;4;4;13;89
950;expert;Liam Morgan;2019;1;1;10;89
951;expert;Rayhan Lahdji;2019;0;0;9;89
952;expert;Nida Güler;2019;0;2;14;89
953;expert;Ridhi Jhamb;2020;0;2;8;89
954;expert;Md Mahmud Ferdous;2020;1;2;10;89
955;expert;Bannour chaker;2020;0;0;10;89
956;expert;HTOM;2020;0;3;5;89
957;expert;Ben Roshan;2020;0;2;15;89
958;expert;Rushikesh;2020;0;1;13;89
959;expert;Prathamesh Dinkar;2020;0;1;9;89
960;expert;babyoda;2021;1;4;0;89
961;expert;george saavedra;2021;0;0;7;89
962;expert;Ali Falahati;2021;1;1;4;89
963;expert;raja-dv;2021;0;4;2;89
964;expert;ruthgn;2021;0;2;3;89
965;expert;Harun-Ur-Rashid;2018;1;7;12;88
966;expert;Andrew Schleiss;2018;0;1;6;88
967;expert;KARTHIK BHANDARY;2018;0;1;6;88
968;expert;Kushal Mahindrakar;2018;1;1;3;88
969;expert;KaushiK Holla;2019;0;1;8;88
970;expert;Janvi Chokshi;2019;1;4;2;88
971;expert;Koh;2019;0;0;9;88
972;expert;Harsh Jhunjhunwala;2019;0;1;9;88
973;expert;Bunty;2020;1;1;18;88
974;expert;Ahmed Khaled;2020;1;3;3;88
975;expert;Faisal Alsrheed;2020;0;1;6;88
976;expert;Sankha Subhra Mondal;2020;0;5;7;88
977;expert;Ashfak Yeafi;2020;0;0;10;88
978;expert;Stanley Zheng;2020;2;0;5;88
979;expert;Svyatoslav Sokolov;2021;1;1;4;88
980;expert;Soner Kar;2021;0;4;2;88
981;expert;Kalai Kumar R;2021;0;2;5;88
982;expert;Peter Hahn;2015;0;0;11;87
983;expert;KeepLearning;2017;5;0;0;87
984;expert;sibmike;2018;4;3;2;87
985;expert;Pawan Bhandarkar;2018;1;1;4;87
986;expert;Alexander;2019;0;1;7;87
987;expert;mitra mirshafiee;2020;0;5;2;87
988;expert;Demid Chernenko;2020;1;3;2;87
989;expert;darth manav;2021;0;4;12;87
990;expert;YashSharma;2021;0;1;12;87
991;expert;Subbu Vidyasekar;2015;1;2;11;86
992;expert;OmerS;2018;2;0;3;86
993;expert;cheche;2019;0;0;12;86
994;expert;Ferit Ebrar Gürler;2020;0;1;11;86
995;expert;Rajkumar Lakshmanamoorthy;2021;1;2;3;86
996;expert;Parvez Sohail;2021;0;0;10;86
997;expert;Kartikeya Rawat;2021;0;0;7;86
998;expert;Aishik Rakshit;2021;0;0;10;86
999;expert;Sajjad Najafi;2021;0;0;14;86
1000;expert;mahsa younesi;2021;0;2;3;86
1001;expert;fchollet;2014;2;4;1;85
1002;expert;ROSHAN KUMAR G;2020;0;5;3;85
1003;expert;Praveen;2015;0;2;8;84
1004;expert;Dave E;2016;1;0;9;84
1005;expert;Suryadeepti;2019;0;2;8;84
1006;expert;Massock Batalong Maurice Blaise;2020;0;2;14;84
1007;expert;JIN;2020;0;4;5;84
1008;expert;Jirka Borovec;2020;0;1;8;84
1009;expert;Artem Pozdniakov;2021;1;1;3;84
1010;expert;Tanmay Unhale;2021;1;0;5;84
1011;expert;Azmain Morshed;2021;0;1;8;84
1012;expert;Kamal007;2014;0;1;9;83
1013;master;Troy Walters;2015;6;7;14;83
1014;master;Pranav Pandya;2017;4;9;15;83
1015;expert;J.Jones;2017;1;2;4;83
1016;expert;rahul yadav;2017;0;4;7;83
1017;expert;deja vu;2018;3;3;3;83
1018;expert;Matt;2019;2;1;3;83
1019;expert;Felipe Mello;2019;3;2;1;83
1020;expert;krishan gopal;2020;0;2;5;83
1021;expert;Ibrahim Heshmat;2020;0;1;12;83
1022;expert;Varshini PJ;2020;0;2;5;83
1023;expert;Daniboy370;2020;1;4;4;83
1024;expert;IAbhishekBhardwaj;2020;0;1;7;83
1025;expert;Kingthegarden;2021;0;2;9;83
1026;expert;Sergey Bryansky;2016;4;1;1;82
1027;expert;Zeeshan-ul-hassan Usmani;2016;0;4;14;82
1028;expert;Bongo;2017;2;1;3;82
1029;expert;Ahmed Samir;2018;0;1;9;82
1030;expert;Divyansh Agrawal;2019;0;3;8;82
1031;expert;Parul Rajwade;2020;0;0;8;82
1032;expert;Kamal Khumar;2020;0;0;17;82
1033;expert;Tracy Porter;2020;0;0;8;82
1034;expert;Ritesh Patil;2021;0;1;10;82
1035;expert;Pawan Kumar Yadav;2021;0;0;9;82
1036;expert;Alexander Bader;2021;0;0;15;82
1037;expert;George Zoto;2017;1;0;4;81
1038;expert;Fatih Ozturk;2017;0;4;4;81
1039;expert;Zabir Al Nazi Nabil;2017;1;1;4;81
1040;expert;Fangya;2018;0;1;6;81
1041;expert;Ashadullah Shawon;2018;0;5;10;81
1042;expert;Amritvir Singh;2018;0;5;6;81
1043;expert;Vatsal Parsaniya;2019;1;2;5;81
1044;expert;Achintya Tripathi;2019;0;2;13;81
1045;expert;Bhavik;2020;0;2;7;81
1046;expert;Muhammet Ali Kula;2020;0;0;8;81
1047;expert;Jay Shah;2020;0;0;10;81
1048;expert;zephyr666666;2021;2;0;3;81
1049;expert;Vamsi Krishna B;2021;0;1;7;81
1050;expert;Kwabena;2013;1;5;2;80
1051;expert;Adeel Zafar;2018;0;0;8;80
1052;expert;AnkurSingh;2018;0;2;6;80
1053;expert;Tolga Kaplan;2019;1;4;1;80
1054;expert;yashtiwari1906;2020;0;4;6;80
1055;expert;Chandler Bing;2020;0;0;12;80
1056;expert;Umut Alpaydin;2020;0;2;7;80
1057;expert;Kiran Clement;2021;0;0;8;80
1058;expert;Lennart Haupts;2021;0;1;6;80
1059;expert;Ceshine Lee;2013;1;6;14;79
1060;expert;Maurício Figueiredo;2018;0;1;11;79
1061;expert;Yash Gupta;2019;0;0;9;79
1062;expert;Susnato Dhar;2019;0;2;4;79
1063;expert;David Tang;2019;3;0;5;79
1064;expert;shweta sharma;2020;0;1;8;79
1065;expert;Jeebz;2020;0;1;9;79
1066;expert;Seyedsaman (sam) Emami;2020;0;0;7;79
1067;expert;Ankur Singh;2020;0;1;11;79
1068;expert;Mustafa Cicek;2020;0;0;12;79
1069;expert;Victoria Maslova;2020;0;2;5;79
1070;expert;Ege Akyol;2020;0;0;8;79
1071;expert;Marcos Novaes;2021;1;1;7;79
1072;expert;Sémi Ben Hsan;2021;0;4;1;79
1073;expert;Ebrahim Haque Bhatti;2021;0;0;8;79
1074;expert;Sudhir Kumar;2017;2;4;10;78
1075;master;Samrat Pandiri;2017;2;9;7;78
1076;expert;Josué Nascimento;2018;1;3;8;78
1077;expert;hawkey;2018;2;1;2;78
1078;expert;Adarsh C;2018;0;2;8;78
1079;master;Zöhrab Ahundov;2018;0;10;1;78
1080;expert;Misha Lisovyi;2018;2;4;9;78
1081;expert;Ritik P. Nayak;2020;0;0;11;78
1082;expert;Ashaab Rizvi;2021;0;4;4;78
1083;expert;Yajat Malhotra;2021;0;2;6;78
1084;expert;Azize Sultan Palalý;2021;0;0;6;78
1085;expert;Student;2021;0;1;5;78
1086;expert;jerife;2021;0;1;8;78
1087;expert;Maryam Firouzi;2021;0;0;10;78
1088;expert;Greg Hamel;2014;0;2;12;77
1089;expert;Shenuri Sumanasekara;2018;0;0;9;77
1090;expert;Ho Loong;2019;0;0;10;77
1091;expert;Amit Hasan Shuvo;2019;0;3;16;77
1092;expert;DeepUnderstanding;2019;0;2;7;77
1093;expert;Daiki Katsuragawa;2019;0;0;14;77
1094;expert;AjayKumar;2020;2;0;8;77
1095;expert;Turhan Can Kargin;2020;0;0;11;77
1096;expert;LandfallMotto;2020;0;2;7;77
1097;expert;Ayman Lafaz;2021;1;0;5;77
1098;expert;Tanay .M. Patare;2021;0;0;14;77
1099;expert;I Chetan Anand Ram;2021;0;0;5;77
1100;expert;Sam Stainsby;2015;2;1;2;76
1101;expert;Vignesh Baskaran;2016;0;2;5;76
1102;expert;AU12;2019;0;2;4;76
1103;expert;Kabir;2019;0;3;5;76
1104;expert;Sarthak Vajpayee;2019;0;1;10;76
1105;expert;Asim Islam;2019;1;0;5;76
1106;expert;ÜNAL KÖROÐLU;2020;0;0;13;76
1107;expert;Muhammad Hassan;2021;0;1;9;76
1108;expert;Mehmet Tuzcu;2021;0;1;4;76
1109;expert;yalda jafari;2021;0;3;3;76
1110;expert;Sylas;2015;1;4;6;75
1111;expert;Prabhakaran D;2019;0;2;3;75
1112;expert;Asim Zahid;2019;0;1;8;75
1113;expert;YYama;2019;0;3;2;75
1114;expert;hanieh ghaffari;2020;0;2;10;75
1115;expert;Atharv Chaudhari;2020;0;2;5;75
1116;expert;Ahmed Affan;2020;0;0;7;75
1117;expert;Heeral Dedhia;2020;0;4;7;75
1118;expert;Tanvi Kurade;2021;0;0;9;75
1119;expert;Dilek Bavlý;2021;0;1;4;75
1120;expert;Husnaa Khan;2021;0;1;5;75
1121;master;Peter Hurford;2014;3;9;5;74
1122;expert;DavidS;2016;1;3;2;74
1123;expert;hamidreza samsami;2018;0;0;7;74
1124;expert;yuval reina;2018;1;4;0;74
1125;expert;ChewZY;2018;2;1;6;74
1126;expert;Sugandh;2018;0;3;12;74
1127;expert;tolgahancepel;2019;1;4;8;74
1128;expert;Arpit Dwivedi;2019;0;8;0;74
1129;expert;Suharkov;2019;0;1;6;74
1130;expert;AYAHM BARISH;2019;0;1;5;74
1131;expert;masoud parpanchi;2019;0;4;5;74
